"year","category","winners","nominees"
"1941","Music (Song)","When You Wish Upon A Star in ""Pinocchio"" Music by Leigh Harline; Lyrics by Ned Washington - Pinocchio","Down Argentina Way in ""Down Argentine Way"" Music by Harry Warren; Lyrics by Mack Gordon - Down Argentine Way, I'd Know You Anywhere in ""You'll Find Out"" Music by Jimmy McHugh; Lyrics by Johnny Mercer - You'll Find Out, It's A Blue World in ""Music in My Heart"" Music and Lyrics by Chet Forrest and Bob Wright - Music in My Heart, Love Of My Life in ""Second Chorus"" Music by Artie Shaw; Lyrics by Johnny Mercer - Second Chorus, Only Forever in ""Rhythm on the River"" Music by James Monaco; Lyrics by John Burke - Rhythm on the River, Our Love Affair in ""Strike Up the Band"" Music and Lyrics by Roger Edens and Arthur Freed - Strike Up the Band, Waltzing In The Clouds in ""Spring Parade"" Music by Robert Stolz; Lyrics by Gus Kahn - Spring Parade, Who Am I? in ""Hit Parade of 1941"" Music by Jule Styne; Lyrics by Walter Bullock - Hit Parade of 1941"
"1941","Outstanding Production","Selznick International Pictures - Rebecca","Warner Bros. - All This, and Heaven Too, Walter Wanger (production company) - Foreign Correspondent, 20th Century-Fox - The Grapes of Wrath, Charles Chaplin Productions - The Great Dictator, RKO Radio - Kitty Foyle, Warner Bros. - The Letter, Argosy-Wanger - The Long Voyage Home, Sol Lesser (production company) - Our Town, Metro-Goldwyn-Mayer - The Philadelphia Story"
"1941","Short Subject (Cartoon)","Metro-Goldwyn-Mayer - The Milky Way","Metro-Goldwyn-Mayer - Puss Gets the Boot, Leon Schlesinger, Producer - A Wild Hare"
"1941","Short Subject (One-reel)","Pete Smith, Producer - Quicker 'N a Wink","Warner Bros. - London Can Take It, Metro-Goldwyn-Mayer - More about Nostradamus, RKO Radio - Siege"
"1941","Short Subject (Two-reel)","Warner Bros. - Teddy, the Rough Rider","Metro-Goldwyn-Mayer - Eyes of the Navy, Warner Bros. - Service with the Colors"
"1941","Sound Recording","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director - Strike Up the Band","Republic Studio Sound Department, Charles L. Lootens, Sound Director - Behind the News, Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director - Captain Caution, 20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director - The Grapes of Wrath, General Service Sound Department, Jack Whitney, Sound Director - The Howards of Virginia, RKO Radio Studio Sound Department, John Aalberg, Sound Director - Kitty Foyle, Paramount Studio Sound Department, Loren L. Ryder, Sound Director - North West Mounted Police, Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director - Our Town, Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director - The Sea Hawk, Universal Studio Sound Department, Bernard B. Brown, Sound Director - Spring Parade, Columbia Studio Sound Department, John Livadary, Sound Director - Too Many Husbands"
"1941","Special Effects","Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney - The Thief of Bagdad","Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen - The Blue Bird, Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer - Boom Town, Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis - The Boys from Syracuse, Photographic Effects by Gordon Jennings, Farciot Edouart - Dr. Cyclops, Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton - Foreign Correspondent, Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock - The Invisible Man Returns, Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton - The Long Voyage Home, Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse - One Million B.C., Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns - Rebecca, Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson - The Sea Hawk, Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg - Swiss Family Robinson, Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder - Typhoon, Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch - Women in War"
"1941","Writing (Original Screenplay)","Preston Sturges - The Great McGinty","Ben Hecht - Angels over Broadway, John Huston, Heinz Herald, Norman Burnside - Dr. Ehrlich's Magic Bullet, Charles Bennett, Joan Harrison - Foreign Correspondent, Charles Chaplin - The Great Dictator"
"1941","Writing (Original Story)","Benjamin Glazer, John S. Toldy - Arise, My Love","Walter Reisch - Comrade X, Dore Schary, Hugo Butler - Edison, the Man, Bella Spewack, Samuel Spewack, Leo McCarey - My Favorite Wife, Stuart N. Lake - The Westerner"
"1941","Writing (Screenplay)","Donald Ogden Stewart - The Philadelphia Story","Nunnally Johnson - The Grapes of Wrath, Dalton Trumbo - Kitty Foyle, Dudley Nichols - The Long Voyage Home, Robert E. Sherwood, Joan Harrison - Rebecca"
"1942","Actor","Gary Cooper - Sergeant York","Cary Grant - Penny Serenade, Walter Huston - All That Money Can Buy, Robert Montgomery - Here Comes Mr. Jordan, Orson Welles - Citizen Kane"
"1942","Actor in a Supporting Role","Donald Crisp - How Green Was My Valley","Walter Brennan - Sergeant York, Charles Coburn - The Devil and Miss Jones, James Gleason - Here Comes Mr. Jordan, Sydney Greenstreet - The Maltese Falcon"
"1942","Actress","Joan Fontaine - Suspicion","Bette Davis - The Little Foxes, Olivia de Havilland - Hold Back the Dawn, Greer Garson - Blossoms in the Dust, Barbara Stanwyck - Ball of Fire"
"1942","Actress in a Supporting Role","Mary Astor - The Great Lie","Sara Allgood - How Green Was My Valley, Patricia Collinge - The Little Foxes, Teresa Wright - The Little Foxes, Margaret Wycherly - Sergeant York"
"1942","Art Direction (Black-and-White)","Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little - How Green Was My Valley","Art Direction: Perry Ferguson, Van Nest Polglase; Interior Decoration: Al Fields, Darrell Silvera - Citizen Kane, Art Direction: Martin Obzina, Jack Otterson; Interior Decoration: Russell A. Gausman - The Flame of New Orleans, Art Direction: Hans Dreier, Robert Usher; Interior Decoration: Sam Comer - Hold Back the Dawn, Art Direction: Lionel Banks; Interior Decoration: George Montgomery - Ladies in Retirement, Art Direction: Stephen Goosson; Interior Decoration: Howard Bristol - The Little Foxes, Art Direction: John Hughes; Interior Decoration: Fred MacLean - Sergeant York, Art Direction: John DuCasse Schulze; Interior Decoration: Edward G. Boyle - The Son of Monte Cristo, Art Direction: Alexander Golitzen; Interior Decoration: Richard Irvine - Sundown, Art Direction: Vincent Korda; Interior Decoration: Julia Heron - That Hamilton Woman, Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis - When Ladies Meet"
"1942","Art Direction (Color)","Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis - Blossoms in the Dust","Art Direction: Richard Day, Joseph C. Wright; Interior Decoration: Thomas Little - Blood and Sand, Art Direction: Raoul Pene du Bois; Interior Decoration: Stephen A. Seymour - Louisiana Purchase"
"1942","Cinematography (Black-and-White)","Arthur Miller - How Green Was My Valley","Karl Freund - The Chocolate Soldier, Gregg Toland - Citizen Kane, Joseph Ruttenberg - Dr. Jekyll and Mr. Hyde, Joseph Walker - Here Comes Mr. Jordan, Leo Tover - Hold Back the Dawn, Sol Polito - Sergeant York, Edward Cronjager - Sun Valley Serenade, Charles Lang - Sundown, That Hamilton Woman - That Hamilton Woman"
"1942","Cinematography (Color)","Ernest Palmer, Ray Rennahan - Blood and Sand","Wilfred M. Cline, Karl Struss, William Snyder - Aloma of the South Seas, William V. Skall, Leonard Smith - Billy the Kid, Karl Freund, W. Howard Greene - Blossoms in the Dust, Bert Glennon - Dive Bomber, Harry Hallenberger, Ray Rennahan - Louisiana Purchase"
"1942","Directing","John Ford - How Green Was My Valley","Orson Welles - Citizen Kane, Alexander Hall - Here Comes Mr. Jordan, William Wyler - The Little Foxes, Howard Hawks - Sergeant York"
"1942","Documentary (Short Subject)","National Film Board of Canada - Churchill's Island","Film Associates - Adventure in the Bronx, United States Office for Emergency Management Film Unit - Bomber, British Ministry of Information - Christmas under Fire, British Ministry of Information - Letter from Home, Truman Talley, Producer - Life of a Thoroughbred, The March of Time - Norway in Revolt, Philadelphia Housing Association - A Place to Live, Amkino - Russian Soil, Truman Talley, Producer - Soldiers of the Sky, National Film Board of Canada - War Clouds in the Pacific"
"1942","Film Editing","William Holmes - Sergeant York","Robert Wise - Citizen Kane, Harold F. Kress - Dr. Jekyll and Mr. Hyde, James B. Clark - How Green Was My Valley, Daniel Mandell - The Little Foxes"
"1942","Irving G. Thalberg Memorial Award","Walt Disney",""
"1942","Music (Music Score of a Dramatic Picture)","Bernard Herrmann - All That Money Can Buy","Frank Skinner - Back Street, Alfred Newman - Ball of Fire, Edward Ward - Cheers for Miss Bishop, Bernard Herrmann - Citizen Kane, Franz Waxman - Dr. Jekyll and Mr. Hyde, Victor Young - Hold Back the Dawn, Alfred Newman - How Green Was My Valley, Edward Kay - King of the Zombies, Morris Stoloff, Ernst Toch - Ladies in Retirement, Meredith Willson - The Little Foxes, Miklos Rozsa - Lydia, Cy Feuer, Walter Scharf - Mercy Island, Max Steiner - Sergeant York, Louis Gruenberg - So Ends Our Night, Miklos Rozsa - Sundown, Franz Waxman - Suspicion, Edward Ward - Tanks a Million, Werner Heymann - That Uncertain Feeling, Richard Hageman - This Woman Is Mine"
"1942","Music (Scoring of a Musical Picture)","Frank Churchill, Oliver Wallace - Dumbo","Edward Ward - All-American Co-Ed, Robert Emmett Dolan - Birth of the Blues, Charles Previn - Buck Privates, Herbert Stothart, Bronislau Kaper - The Chocolate Soldier, Cy Feuer - Ice-Capades, Heinz Roemheld - The Strawberry Blonde, Emil Newman - Sun Valley Serenade, Anthony Collins - Sunny, Morris Stoloff - You'll Never Get Rich"
"1942","Music (Song)","The Last Time I Saw Paris in ""Lady Be Good"" Music by Jerome Kern; Lyrics by Oscar Hammerstein II - Lady Be Good","Baby Mine in ""Dumbo"" Music by Frank Churchill; Lyrics by Ned Washington - Dumbo, Be Honest With Me in ""Ridin' on a Rainbow"" Music and Lyrics by Gene Autry and Fred Rose - Ridin' on a Rainbow, Blues In The Night in ""Blues in the Night"" Music by Harold Arlen; Lyrics by Johnny Mercer - Blues in the Night, Boogie Woogie Bugle Boy Of Company B in ""Buck Privates"" Music by Hugh Prince; Lyrics by Don Raye - Buck Privates, Chattanooga Choo Choo in ""Sun Valley Serenade"" Music by Harry Warren; Lyrics by Mack Gordon - Sun Valley Serenade, Dolores in ""Las Vegas Nights"" Music by Lou Alter; Lyrics by Frank Loesser - Las Vegas Nights, Out Of The Silence in ""All-American Co-Ed"" Music and Lyrics by Lloyd B. Norlind - All-American Co-Ed, Since I Kissed My Baby Goodbye in ""You'll Never Get Rich"" Music and Lyrics by Cole Porter - You'll Never Get Rich"
"1942","Outstanding Motion Picture","20th Century-Fox - How Green Was My Valley","Metro-Goldwyn-Mayer - Blossoms in the Dust, Mercury - Citizen Kane, Columbia - Here Comes Mr. Jordan, Paramount - Hold Back the Dawn, Samuel Goldwyn Productions - The Little Foxes, Warner Bros. - The Maltese Falcon, Warner Bros. - One Foot in Heaven, Warner Bros. - Sergeant York, RKO Radio - Suspicion"
"1942","Short Subject (Cartoon)","Walt Disney, Producer - Lend a Paw","Walter Lantz, Producer - Boogie Woogie Bugle Boy of Company B, Leon Schlesinger, Producer - Hiawatha's Rabbit Hunt, Columbia - How War Came, Metro-Goldwyn-Mayer - The Night before Christmas, Leon Schlesinger, Producer - Rhapsody in Rivets, George Pal, Producer - Rhythm in the Ranks, Metro-Goldwyn-Mayer - The Rookie Bear, Max Fleischer, Producer - Superman, Walt Disney, Producer - Truant Officer Donald"
"1942","Short Subject (One-reel)","Metro-Goldwyn-Mayer - Of Pups and Puzzles","Pete Smith, Producer - Army Champions, Paramount - Beauty and the Beach, Paramount - Down on the Farm, Warner Bros. - Forty Boys and a Song, Warner Bros. - Kings of the Turf, 20th Century-Fox - Sagebrush and Silver"
"1942","Short Subject (Two-reel)","Metro-Goldwyn-Mayer - Main Street on the March!","Woodard Productions, Inc. - Alive in the Deep, Metro-Goldwyn-Mayer - Forbidden Passage, Warner Bros. - The Gay Parisian, United States Army - The Tanks Are Coming"
"1942","Sound Recording","General Service Sound Department, Jack Whitney, Sound Director - That Hamilton Woman","Universal Studio Sound Department, Bernard B. Brown, Sound Director - Appointment for Love, Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director - Ball of Fire, Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director - The Chocolate Soldier, RKO Radio Studio Sound Department, John Aalberg, Sound Director - Citizen Kane, Republic Studio Sound Department, Charles Lootens, Sound Director - The Devil Pays Off, 20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director - How Green Was My Valley, Columbia Studio Sound Department, John Livadary, Sound Director - The Men in Her Life, Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director - Sergeant York, Paramount Studio Sound Department, Loren Ryder, Sound Director - Skylark, Hal Roach Studio Sound Department, Elmer Raguse, Sound Director - Topper Returns"
"1942","Special Award","Special Award - Fantasia, Special Award - Kukan, Special Award - Target for Tonight",""
"1942","Special Effects","Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop - I Wanted Wings","Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Louis Mesenkop - Aloma of the South Seas, Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer - Flight Command, Photographic Effects by John Fulton; Sound Effects by John Hall - The Invisible Woman, Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson - The Sea Wolf, Photographic Effects by Lawrence Butler; Sound Effects by William H. Wilmarth - That Hamilton Woman, Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse - Topper Returns, Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen - A Yank in the R.A.F."
"1942","Writing (Original Screenplay)","Herman J. Mankiewicz, Orson Welles - Citizen Kane","Norman Krasna - The Devil and Miss Jones, Abem Finkel, Harry Chandlee, Howard Koch, John Huston - Sergeant York, Karl Tunberg, Darrell Ware - Tall, Dark and Handsome, Paul Jarrico - Tom, Dick and Harry"
"1942","Writing (Original Story)","Harry Segall - Here Comes Mr. Jordan","Billy Wilder, Thomas Monroe - Ball of Fire, Monckton Hoffe - The Lady Eve, Richard Connell, Robert Presnell - Meet John Doe, Gordon Wellesley - Night Train"
"1942","Writing (Screenplay)","Sidney Buchman, Seton I. Miller - Here Comes Mr. Jordan","Charles Brackett, Billy Wilder - Hold Back the Dawn, Philip Dunne - How Green Was My Valley, Lillian Hellman - The Little Foxes, John Huston - The Maltese Falcon"
"1943","Actor","James Cagney - Yankee Doodle Dandy","Ronald Colman - Random Harvest, Gary Cooper - The Pride of the Yankees, Walter Pidgeon - Mrs. Miniver, Monty Woolley - The Pied Piper"
"1943","Actor in a Supporting Role","Van Heflin - Johnny Eager","William Bendix - Wake Island, Walter Huston - Yankee Doodle Dandy, Frank Morgan - Tortilla Flat, Henry Travers - Mrs. Miniver"
"1943","Actress","Greer Garson - Mrs. Miniver","Bette Davis - Now, Voyager, Katharine Hepburn - Woman of the Year, Rosalind Russell - My Sister Eileen, Teresa Wright - The Pride of the Yankees"
"1943","Actress in a Supporting Role","Teresa Wright - Mrs. Miniver","Gladys Cooper - Now, Voyager, Agnes Moorehead - The Magnificent Ambersons, Susan Peters - Random Harvest, Dame May Whitty - Mrs. Miniver"
"1943","Art Direction (Black-and-White)","Art Direction: Richard Day, Joseph Wright; Interior Decoration: Thomas Little - This above All","Art Direction: Max Parker, Mark-Lee Kirk; Interior Decoration: Casey Roberts - George Washington Slept Here, Art Direction: Albert S. D'Agostino; Interior Decoration: Darrell Silvera, Al Fields - The Magnificent Ambersons, Art Direction: Perry Ferguson; Interior Decoration: Howard Bristol - The Pride of the Yankees, Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis, Jack Moore - Random Harvest, Art Direction: Boris Leven; Interior Decoration: Boris Leven - The Shanghai Gesture, Art Direction: Ralph Berger; Interior Decoration: Emile Kuri - Silver Queen, Art Direction: Jack Otterson, John B. Goodman; Interior Decoration: Russell A. Gausman, Edward R. Robinson - The Spoilers, Art Direction: Hans Dreier, Roland Anderson; Interior Decoration: Sam Comer - Take a Letter, Darling, Art Direction: Lionel Banks, Rudolph Sternad; Interior Decoration: Fay Babcock - The Talk of the Town"
